"symbol","total_prices","stock_from_date","stock_to_date","total_earnings","earnings_from_date","earnings_to_date"
"REGI","2221","2012-01-19","2020-11-12","35","2012-02-22","2020-11-05"
"REGN","5755","1998-01-02","2020-11-12","46","2009-08-04","2020-11-05"
"REI","3420","2007-04-10","2020-11-04","27","2014-03-21","2020-11-09"
"REIS","5231","1998-01-02","2018-10-15","0","NULL","NULL"
"REKR","810","2017-08-29","2020-11-13","5","2019-08-13","2020-11-09"
"RELL","5756","1998-01-02","2020-11-13","43","2009-07-22","2020-04-08"
"RELV","5755","1998-01-02","2020-11-12","38","2009-07-30","2018-11-09"
"RELX","5753","1998-01-02","2020-11-10","0","NULL","NULL"
"RENN","2398","2011-05-04","2020-11-10","30","2011-06-20","2018-09-11"
"RENX","5205","1998-01-02","2018-09-07","0","NULL","NULL"
"REPH","1686","2014-03-07","2020-11-12","27","2014-05-12","2020-11-09"
"REPL","581","2018-07-20","2020-11-06","9","2019-02-13","2020-11-05"
"RES","5753","1998-01-02","2020-11-10","46","2009-07-29","2020-10-28"
"RESI","1985","2012-12-24","2020-11-10","32","2013-05-09","2020-11-04"
"RESN","1629","2014-05-29","2020-11-12","27","2014-08-13","2020-11-10"
"RETA","1126","2016-05-26","2020-11-12","18","2016-08-11","2020-11-09"
"RETO","745","2017-11-29","2020-11-12","0","NULL","NULL"
"REV","5753","1998-01-02","2020-11-10","44","2009-07-30","2020-11-12"
"REVG","955","2017-01-27","2020-11-10","15","2017-03-07","2020-09-09"
"REX","5753","1998-01-02","2020-11-10","39","2010-09-08","2020-08-26"
"REXN","3889","2005-05-23","2020-10-30","2","2019-08-07","2019-11-06"
"REXR","1843","2013-07-19","2020-11-10","27","2014-05-12","2020-10-20"
"REXX","2731","2007-07-25","2019-04-09","0","NULL","NULL"
"REYN","195","2020-01-31","2020-11-05","3","2020-05-07","2020-11-11"
"REZI","521","2018-10-15","2020-11-06","12","2019-02-12","2020-11-05"
"RF","5753","1998-01-02","2020-11-10","46","2009-07-21","2020-10-20"
"RFAP","1156","2016-04-14","2020-11-12","0","NULL","NULL"
"RFDI","1156","2016-04-14","2020-11-12","0","NULL","NULL"
"RFEM","1114","2016-06-15","2020-11-13","0","NULL","NULL"
"RFEU","1156","2016-04-14","2020-11-12","0","NULL","NULL"
"RFI","5753","1998-01-02","2020-11-10","0","NULL","NULL"
"RFIL","5755","1998-01-02","2020-11-12","42","2009-06-11","2020-09-10"
"RFL","662","2018-03-26","2020-11-06","0","NULL","NULL"
"RFP","2497","2010-12-10","2020-11-10","34","2012-08-01","2020-11-05"
"RFT","1087","2014-04-17","2019-06-14","0","NULL","NULL"
"RFTA","1244","2014-09-22","2019-08-30","0","NULL","NULL"
"RGA","3063","2008-09-12","2020-11-10","46","2009-07-27","2020-11-05"
"RGC","3983","2002-05-09","2018-03-21","0","NULL","NULL"
"RGCO","5755","1998-01-02","2020-11-12","46","2009-05-12","2020-08-03"
"RGEN","5755","1998-01-02","2020-11-12","47","2009-06-11","2020-11-05"
"RGLD","5755","1998-01-02","2020-11-12","47","2009-05-07","2020-11-04"
"RGLS","2038","2012-10-09","2020-11-12","34","2012-11-19","2020-11-05"
"RGNX","1300","2015-09-17","2020-11-12","21","2015-11-05","2020-11-04"
"RGP","5004","2000-12-15","2020-11-05","3","2020-04-02","2020-10-07"
"RGR","5753","1998-01-02","2020-11-10","43","2009-07-29","2020-10-28"
"RGS","5753","1998-01-02","2020-11-10","46","2009-08-20","2020-11-02"
"RGSE","3001","2008-05-08","2020-04-15","20","2014-03-25","2019-02-26"
"RGT","1786","2013-10-09","2020-11-10","0","NULL","NULL"
"RH","2020","2012-11-02","2020-11-10","32","2012-12-12","2020-09-09"
"RHE","780","2017-10-02","2020-11-04","5","2017-11-09","2018-11-13"
"RHI","5753","1998-01-02","2020-11-10","46","2009-07-21","2020-10-22"
"RHP","5753","1998-01-02","2020-11-10","33","2012-11-06","2020-11-03"
"RHT","5010","1999-08-11","2019-08-29","41","2009-06-24","2019-06-20"
"RIBT","4311","2003-10-01","2020-11-12","30","2012-11-15","2020-11-05"
"RIBTW","1061","2014-09-24","2018-12-11","0","NULL","NULL"
"RICK","5755","1998-01-02","2020-11-12","46","2009-05-12","2020-08-10"
"RIF","3568","2006-05-26","2020-07-29","0","NULL","NULL"
"RIG","5753","1998-01-02","2020-11-10","47","2009-05-06","2020-11-02"
"RIGL","5021","2000-11-29","2020-11-12","47","2009-05-05","2020-11-05"
"RILY","1344","2015-07-16","2020-11-12","17","2014-11-06","2018-11-05"
"RILYG","734","2017-12-14","2020-11-12","0","NULL","NULL"
"RILYH","624","2018-05-18","2020-11-06","0","NULL","NULL"
"RILYI","543","2018-09-12","2020-11-06","0","NULL","NULL"
"RILYL","802","2016-11-22","2020-02-04","0","NULL","NULL"
"RILYM","186","2020-02-13","2020-11-05","0","NULL","NULL"
"RILYN","284","2019-09-24","2020-11-05","0","NULL","NULL"
"RILYO","386","2019-05-08","2020-11-13","0","NULL","NULL"
"RILYP","276","2019-10-04","2020-11-05","0","NULL","NULL"
"RILYZ","871","2017-06-01","2020-11-12","0","NULL","NULL"
"RING","2211","2012-02-02","2020-11-12","0","NULL","NULL"
"RIO","5753","1998-01-02","2020-11-10","2","2009-06-05","2019-02-27"
"RIOT","4484","2003-01-24","2020-11-12","23","2014-03-28","2020-11-09"
"RIV","1229","2015-12-24","2020-11-10","0","NULL","NULL"
"RIVE","2812","2009-09-04","2020-11-06","0","NULL","NULL"
"RJF","5753","1998-01-02","2020-11-10","44","2009-10-21","2020-10-28"
"RKDA","1386","2015-05-15","2020-11-12","22","2015-08-10","2020-11-12"
"RL","5753","1998-01-02","2020-11-10","47","2009-05-27","2020-10-29"
"RLAY","80","2020-07-16","2020-11-05","2","2020-08-27","2020-11-12"
"RLGT","3527","2006-11-01","2020-11-04","47","2009-05-15","2020-11-09"
"RLGY","2034","2012-10-11","2020-11-10","32","2012-11-01","2020-10-29"
"RLH","5690","1998-04-03","2020-11-10","47","2009-05-06","2020-11-04"
"RLI","5753","1998-01-02","2020-11-10","46","2009-07-20","2020-10-21"
"RLJ","2393","2011-05-11","2020-11-10","35","2012-03-07","2020-11-04"
"RLJE","1905","2011-04-08","2018-10-31","0","NULL","NULL"
"RLM","227","2018-09-05","2019-07-31","0","NULL","NULL"
"RLMD","1530","2014-10-09","2020-11-05","3","2020-03-26","2020-08-12"
"RM","2171","2012-03-28","2020-11-10","35","2012-05-02","2020-10-29"
"RMAX","1791","2013-10-02","2020-11-10","27","2013-11-13","2020-11-05"
"RMBI","342","2019-07-02","2020-11-05","0","NULL","NULL"
"RMBL","966","2016-01-22","2020-11-13","15","2017-11-09","2020-11-10"
"RMBS","5755","1998-01-02","2020-11-12","45","2009-07-23","2020-11-02"
"RMCF","5756","1998-01-02","2020-11-13","39","2009-05-19","2018-10-15"
"RMD","5753","1998-01-02","2020-11-10","47","2009-05-07","2020-10-29"
"RMED","533","2018-09-27","2020-11-06","9","2019-02-12","2020-11-12"
"RMG","407","2019-04-01","2020-11-06","0","NULL","NULL"
"RMGN","1830","2011-06-17","2018-09-28","0","NULL","NULL"
"RMI","512","2018-10-26","2020-11-06","0","NULL","NULL"
"RMNI","1313","2015-08-28","2020-11-12","11","2018-11-08","2020-11-05"
"RMP","908","2014-12-17","2019-03-11","0","NULL","NULL"
"RMR","1238","2015-12-15","2020-11-12","19","2016-02-09","2020-08-07"
"RMRM","70","2020-07-30","2020-11-05","0","NULL","NULL"
"RMT","5753","1998-01-02","2020-11-10","0","NULL","NULL"
"RMTI","5739","1998-01-27","2020-11-12","46","2009-05-11","2020-11-09"
"RNA","103","2020-06-12","2020-11-05","2","2020-08-10","2020-11-10"
"RNDB","1101","2016-07-01","2020-11-12","17","2016-10-25","2020-10-27"
"RNDM","855","2017-06-23","2020-11-12","0","NULL","NULL"
"RNDV","854","2017-06-22","2020-11-12","0","NULL","NULL"
"RNEM","855","2017-06-23","2020-11-12","0","NULL","NULL"
"RNET","2496","2010-12-15","2020-11-12","39","2011-03-28","2020-08-06"
"RNG","1794","2013-09-27","2020-11-10","29","2013-11-05","2020-11-09"
"RNGR","819","2017-08-11","2020-11-10","13","2017-11-09","2020-10-22"
"RNLC","856","2017-06-22","2020-11-12","0","NULL","NULL"
"RNLX","79","2020-07-17","2020-11-05","0","NULL","NULL"
"RNMC","856","2017-06-22","2020-11-12","0","NULL","NULL"
"RNN","3541","2005-05-23","2019-06-28","32","2009-08-10","2019-05-13"
"RNP","4377","2003-06-25","2020-11-10","0","NULL","NULL"
"RNR","5749","1998-01-02","2020-11-04","46","2009-07-28","2020-10-27"
"RNSC","856","2017-06-22","2020-11-12","0","NULL","NULL"
"RNST","5755","1998-01-02","2020-11-12","46","2009-07-21","2020-10-27"
"RNWK","5755","1998-01-02","2020-11-12","40","2009-05-07","2019-02-06"
"ROAD","634","2018-05-04","2020-11-06","7","2019-02-11","2020-08-07"
"ROAN","694","2017-03-13","2020-01-30","6","2019-02-18","2019-11-06"
"ROBO","1779","2013-10-22","2020-11-12","0","NULL","NULL"
"ROBT","684","2018-02-22","2020-11-06","0","NULL","NULL"
"ROCH","82","2020-07-14","2020-11-05","0","NULL","NULL"
"ROCHU","130","2020-05-05","2020-11-05","0","NULL","NULL"
"ROCHW","80","2020-07-13","2020-11-05","0","NULL","NULL"
"ROCK","5755","1998-01-02","2020-11-12","47","2009-05-06","2020-10-29"
"ROG","5753","1998-01-02","2020-11-10","46","2009-05-04","2020-10-29"
"ROIC","2777","2009-11-03","2020-11-12","43","2010-05-05","2020-10-26"
"ROK","5753","1998-01-02","2020-11-10","46","2009-07-28","2020-11-10"
"ROKU","788","2017-09-28","2020-11-12","13","2017-11-08","2020-11-05"
"ROL","5753","1998-01-02","2020-11-10","46","2009-07-29","2020-10-28"
"ROLL","3843","2005-08-10","2020-11-12","47","2009-05-27","2020-10-30"
"ROP","5753","1998-01-02","2020-11-10","46","2009-07-28","2020-10-27"
"ROSE","3492","2006-02-13","2020-09-08","19","2014-02-24","2020-04-14"
"ROSEU","1091","2016-03-11","2020-08-05","0","NULL","NULL"
"ROSEW","960","2016-03-29","2020-07-31","0","NULL","NULL"
"ROSG","2837","2007-02-27","2019-07-24","0","NULL","NULL"
"ROST","5755","1998-01-02","2020-11-12","46","2009-05-21","2020-08-20"
"ROX","3410","2006-04-07","2020-03-26","42","2009-06-29","2019-08-09"
"ROYT","2146","2012-05-03","2020-11-10","18","2013-11-07","2018-10-31"
"RP","2583","2010-08-12","2020-11-12","40","2010-11-03","2020-07-30"
"RPAI","2164","2012-04-09","2020-11-10","35","2012-05-07","2020-11-02"
"RPAY","582","2018-07-17","2020-11-05","5","2019-08-14","2020-11-09"
"RPD","1343","2015-07-17","2020-11-12","22","2015-08-18","2020-11-04"
"RPIBC","289","2018-03-05","2020-03-03","0","NULL","NULL"
"RPLA","394","2019-04-18","2020-11-06","0","NULL","NULL"
"RPM","5753","1998-01-02","2020-11-10","46","2009-07-27","2020-10-07"
"RPRX","4550","2000-01-03","2018-02-09","2","2020-08-12","2020-11-10"
"RPT","5753","1998-01-02","2020-11-10","46","2009-07-22","2020-11-04"
"RPTX","98","2020-06-19","2020-11-05","2","2020-08-13","2020-11-11"
"RPXC","1807","2011-05-04","2019-07-24","0","NULL","NULL"
"RQI","4712","2002-02-26","2020-11-10","0","NULL","NULL"
"RRBI","389","2019-05-03","2020-11-13","6","2019-07-29","2020-10-29"
"RRC","5753","1998-01-02","2020-11-10","46","2009-07-22","2020-10-29"
"RRD","5755","1998-01-02","2020-11-12","47","2009-05-06","2020-10-27"
"RRGB","4614","2002-07-19","2020-11-12","47","2009-05-21","2020-11-05"
"RRR","1147","2016-04-27","2020-11-12","19","2016-08-15","2020-10-27"
"RRTS","2644","2010-05-13","2020-11-10","34","2010-08-04","2020-03-26"
"RS","5753","1998-01-02","2020-11-10","46","2009-07-23","2020-10-22"
"RSF","860","2017-06-12","2020-11-13","0","NULL","NULL"
"RSG","5629","1998-07-01","2020-11-10","45","2009-07-29","2020-11-05"
"RSLS","3255","2007-11-15","2020-11-12","5","2017-11-14","2018-11-14"
"RSO","3100","2006-02-07","2019-03-11","0","NULL","NULL"
"RSPP","1134","2014-01-17","2018-07-19","0","NULL","NULL"
"RSSS","2669","2009-06-16","2020-11-05","0","NULL","NULL"
"RST","2904","2009-04-16","2020-10-26","46","2009-05-11","2020-08-06"
"RSYS","5270","1998-01-02","2018-12-11","0","NULL","NULL"
"RTEC","5020","1999-11-12","2019-10-25","42","2009-05-07","2019-07-30"
"RTH","4900","2001-05-17","2020-11-05","0","NULL","NULL"
"RTIX","5018","2000-08-10","2020-07-22","43","2009-07-30","2020-06-30"
"RTLR","375","2019-05-23","2020-11-13","2","2019-08-06","2020-11-04"
"RTN","5602","1998-01-02","2020-05-19","43","2009-07-23","2020-01-30"
"RTRX","2018","2012-11-08","2020-11-12","27","2014-05-14","2020-11-05"
"RTTR","1359","2015-06-24","2020-11-12","17","2015-11-17","2019-11-13"
"RTW","3963","2004-10-07","2020-07-06","17","2014-03-20","2019-05-29"
"RUBI","1575","2014-04-02","2020-07-02","25","2014-05-13","2020-05-06"
"RUBY","583","2018-07-18","2020-11-06","10","2019-02-12","2020-11-09"
"RUHN","405","2019-04-03","2020-11-06","1","2020-09-14","2020-09-14"
"RUN","1330","2015-08-05","2020-11-12","22","2015-09-10","2020-11-05"
"RUSHA","4621","2002-07-10","2020-11-12","46","2009-07-22","2020-10-21"
"RUSHB","5755","1998-01-02","2020-11-12","38","2009-07-22","2018-10-23"
"RUTH","3844","2005-08-09","2020-11-12","46","2009-05-05","2020-10-30"
"RVEN","1723","2013-01-02","2019-11-04","9","2016-08-11","2018-11-13"
"RVI","598","2018-06-26","2020-11-06","2","2019-05-07","2019-08-06"
"RVLT","5698","1998-01-02","2020-08-24","22","2013-05-15","2018-08-02"
"RVLV","365","2019-06-07","2020-11-13","5","2019-08-08","2020-11-11"
"RVMD","186","2020-02-13","2020-11-05","4","2020-03-30","2020-11-12"
"RVNC","1706","2014-02-06","2020-11-12","28","2014-03-26","2020-11-09"
"RVP","4908","2001-05-04","2020-11-04","34","2009-11-16","2018-11-15"
"RVSB","5755","1998-01-02","2020-11-12","47","2009-05-04","2020-10-29"
"RVT","5753","1998-01-02","2020-11-10","0","NULL","NULL"
"RWC","4636","2000-01-03","2018-07-11","0","NULL","NULL"
"RWGE","468","2018-01-22","2020-01-28","0","NULL","NULL"
"RWLK","1555","2014-09-12","2020-11-12","24","2014-11-13","2020-11-10"
"RWT","5753","1998-01-02","2020-11-10","45","2009-05-05","2020-10-29"
"RXDX","1017","2014-01-29","2018-02-09","0","NULL","NULL"
"RXII","1710","2012-05-10","2019-02-27","0","NULL","NULL"
"RXIIW","377","2016-12-21","2019-02-15","0","NULL","NULL"
"RXN","2170","2012-03-29","2020-11-10","35","2012-05-09","2020-10-27"
"RXT","66","2020-08-05","2020-11-05","2","2020-08-31","2020-11-10"
"RY","5753","1998-01-02","2020-11-10","44","2009-05-29","2020-08-26"
"RYAAY","5755","1998-01-02","2020-11-12","42","2009-11-02","2020-11-02"
"RYAM","1615","2014-06-16","2020-11-10","26","2014-07-30","2020-11-04"
"RYB","787","2017-09-27","2020-11-10","10","2017-11-29","2020-08-27"
"RYI","1577","2014-08-08","2020-11-10","26","2014-08-14","2020-10-28"
"RYN","5753","1998-01-02","2020-11-10","46","2009-07-30","2020-10-28"
"RYTM","783","2017-10-05","2020-11-12","13","2017-11-14","2020-11-02"
"RZA","2067","2012-08-24","2020-11-10","0","NULL","NULL"
"RZB","1113","2016-06-13","2020-11-10","0","NULL","NULL"
"S","5599","1998-01-02","2020-05-07","27","2012-10-25","2020-01-27"
"SA","4171","2004-04-20","2020-11-10","43","2009-08-13","2020-11-12"
"SAB","774","2016-12-27","2020-02-10","0","NULL","NULL"
"SABR","1657","2014-04-17","2020-11-12","27","2014-05-15","2020-11-06"
"SABRP","55","2020-08-20","2020-11-05","0","NULL","NULL"
"SACH","941","2017-02-10","2020-11-04","11","2017-08-15","2020-11-09"
"SAEX","2323","2011-08-08","2020-10-29","22","2013-08-27","2018-11-13"
"SAF","553","2018-08-29","2020-11-06","0","NULL","NULL"
"SAFE","854","2017-06-22","2020-11-10","13","2017-10-26","2020-10-22"
"SAFM","5755","1998-01-02","2020-11-12","46","2009-05-28","2020-08-27"
"SAFT","4525","2002-11-22","2020-11-12","39","2009-05-05","2018-10-31"
"SAGE","1594","2014-07-18","2020-11-12","25","2014-08-14","2020-11-05"
"SAH","5753","1998-01-02","2020-11-10","47","2009-05-08","2020-10-29"
"SAIA","4576","2002-09-12","2020-11-12","46","2009-07-24","2020-10-29"
"SAIC","1803","2013-09-16","2020-11-10","28","2013-12-12","2020-09-02"
"SAIIU","38","2020-09-15","2020-11-05","0","NULL","NULL"
"SAIL","750","2017-11-17","2020-11-10","10","2018-02-21","2020-08-06"
"SAL","5591","1998-08-25","2020-11-12","44","2009-11-02","2020-10-30"
"SALM","5380","1999-07-01","2020-11-13","47","2009-05-07","2020-11-12"
"SALT","1741","2013-12-12","2020-11-10","28","2014-03-04","2020-10-27"
"SAM","5753","1998-01-02","2020-11-10","45","2009-05-06","2020-10-22"
"SAMA","461","2019-01-09","2020-11-06","0","NULL","NULL"
"SAMAU","479","2018-12-11","2020-11-06","0","NULL","NULL"
"SAMAW","290","2019-01-09","2020-11-06","0","NULL","NULL"
"SAMG","1861","2013-06-27","2020-11-13","26","2013-08-13","2020-08-03"
"SAN","5753","1998-01-02","2020-11-10","38","2009-10-28","2019-07-23"
"SAND","218","2017-09-07","2018-07-19","32","2013-02-18","2020-10-29"
"SANM","5756","1998-01-02","2020-11-13","46","2009-07-22","2020-11-10"
"SANW","2626","2010-06-14","2020-11-13","42","2010-08-31","2020-11-11"
"SAP","5753","1998-01-02","2020-11-10","46","2009-07-29","2020-07-27"
"SAQN","210","2020-01-08","2020-11-05","0","NULL","NULL"
"SAQNU","227","2019-11-20","2020-11-04","0","NULL","NULL"
"SAQNW","135","2020-01-07","2020-11-05","0","NULL","NULL"
"SAR","3435","2007-03-23","2020-11-10","41","2010-10-15","2020-10-07"
"SASR","5756","1998-01-02","2020-11-13","46","2009-07-23","2020-10-22"
"SATS","3242","2008-01-02","2020-11-13","47","2009-05-11","2020-11-05"
"SAUC","1081","2015-11-09","2020-04-03","24","2014-03-14","2019-11-13"
"SAVA","5113","2000-07-14","2020-11-06","4","2019-08-12","2020-11-09"
"SAVE","2385","2011-05-26","2020-11-13","38","2011-07-28","2020-10-28"
"SB","3136","2008-05-30","2020-11-10","48","2009-05-21","2020-11-11"
"SBAC","5391","1999-06-16","2020-11-13","47","2009-05-04","2020-11-02"
"SBBC","487","2017-04-11","2020-05-07","0","NULL","NULL"
"SBBP","1280","2015-10-16","2020-11-13","17","2016-05-17","2020-10-29"
"SBBX","5649","1998-02-20","2020-07-31","46","2009-04-30","2020-04-29"
"SBCF","5756","1998-01-02","2020-11-13","46","2009-07-27","2020-10-27"
"SBFG","5504","1999-01-04","2020-11-13","30","2013-07-22","2020-10-29"
"SBFGP","1230","2015-02-02","2020-01-31","0","NULL","NULL"
"SBGI","5756","1998-01-02","2020-11-13","47","2009-05-06","2020-11-04"
"SBGL","1814","2013-02-11","2020-04-24","0","NULL","NULL"
"SBH","3519","2006-11-17","2020-11-10","46","2009-07-30","2020-11-12"
"SBI","5753","1998-01-02","2020-11-10","2","2014-04-16","2017-03-30"
"SBLK","3707","2006-02-27","2020-11-13","45","2009-05-27","2020-08-05"
"SBLKL","811","2014-11-07","2018-02-09","0","NULL","NULL"
"SBLKZ","757","2017-11-13","2020-11-13","0","NULL","NULL"
"SBNA","1508","2014-05-20","2020-05-14","0","NULL","NULL"
"SBNY","4193","2004-03-23","2020-11-13","46","2009-07-28","2020-10-20"
"SBNYW","2195","2010-03-11","2018-12-12","0","NULL","NULL"
"SBOT","934","2015-11-05","2019-07-24","13","2015-12-14","2019-02-05"
"SBOW","1140","2016-05-03","2020-11-10","15","2017-05-08","2020-11-04"
"SBPH","1141","2016-05-06","2020-11-13","19","2016-08-01","2020-11-03"
"SBR","5753","1998-01-02","2020-11-10","35","2009-08-10","2018-11-02"
"SBRA","4691","2002-04-02","2020-11-13","38","2011-05-04","2020-11-05"
"SBRAP","1316","2013-03-21","2019-07-10","0","NULL","NULL"
"SBS","4660","2002-05-10","2020-11-10","36","2009-05-15","2018-11-08"
"SBSI","5666","1998-05-13","2020-11-13","46","2009-07-23","2020-10-23"
"SBT","870","2006-12-28","2020-11-13","11","2018-01-30","2020-10-28"
"SBUX","5756","1998-01-02","2020-11-13","46","2009-07-21","2020-10-29"
"SC","1714","2014-01-23","2020-11-10","27","2014-05-01","2020-10-28"
"SCA","766","2017-08-25","2020-11-10","0","NULL","NULL"
"SCAC","595","2016-11-15","2019-07-24","0","NULL","NULL"
"SCACU","621","2016-09-16","2019-03-29","0","NULL","NULL"
"SCACW","399","2016-11-15","2019-07-24","0","NULL","NULL"
"SCCO","5753","1998-01-02","2020-11-10","38","2010-10-29","2020-10-26"
"SCD","4209","2004-02-25","2020-11-10","0","NULL","NULL"
"SCG","5284","1998-01-02","2019-03-11","0","NULL","NULL"
"SCHL","5756","1998-01-02","2020-11-13","45","2009-07-23","2020-09-24"
"SCHN","5756","1998-01-02","2020-11-13","46","2009-06-30","2020-10-22"
"SCHW","5753","1998-01-02","2020-11-10","46","2009-07-16","2020-10-15"
"SCI","5753","1998-01-02","2020-11-10","47","2009-05-06","2020-10-28"
"SCKT","5720","1998-01-05","2020-11-13","38","2009-07-23","2018-10-25"
"SCL","5753","1998-01-02","2020-11-10","46","2009-07-28","2020-10-21"
"SCM","2016","2012-11-08","2020-11-10","31","2013-05-09","2020-10-30"
"SCMP","2660","2007-08-02","2019-07-15","0","NULL","NULL"
"SCON","5756","1998-01-02","2020-11-13","43","2009-05-06","2019-11-12"
"SCOR","3367","2007-06-27","2020-11-06","17","2014-02-11","2020-11-09"
"SCPH","753","2017-11-17","2020-11-13","10","2018-05-07","2020-08-13"
"SCPL","389","2019-05-03","2020-11-13","6","2019-08-01","2020-11-04"
"SCS","5722","1998-02-18","2020-11-10","46","2009-06-26","2020-09-22"
"SCSC","5756","1998-01-02","2020-11-13","46","2009-08-20","2020-11-09"
"SCVL","5756","1998-01-02","2020-11-13","46","2009-05-28","2020-09-01"
"SCWX","1151","2016-04-22","2020-11-13","18","2016-06-01","2020-09-09"
"SCX","5753","1998-01-02","2020-11-10","31","2011-05-04","2018-10-31"
"SCYX","1648","2014-05-02","2020-11-13","25","2014-06-16","2020-11-06"
"SCZ","3255","2007-12-12","2020-11-13","0","NULL","NULL"
"SD","3090","2007-11-06","2020-11-10","21","2014-02-27","2020-11-04"
"SDC","292","2019-09-12","2020-11-05","4","2019-11-12","2020-08-12"
"SDG","1146","2016-04-22","2020-11-06","0","NULL","NULL"
"SDGR","191","2020-02-06","2020-11-05","3","2020-05-13","2020-11-12"
"SDI","4910","2001-01-02","2020-07-16","0","NULL","NULL"
"SDLP","1744","2012-10-19","2020-03-31","23","2013-05-28","2018-11-20"
"SDPI","1626","2014-05-23","2020-11-04","27","2014-08-14","2020-11-06"
"SDR","2156","2012-04-18","2020-11-10","16","2014-07-31","2018-11-08"
"SDRL","3646","2005-12-28","2020-07-07","20","2014-02-25","2020-06-02"
"SDT","2414","2011-04-07","2020-11-10","26","2012-05-14","2018-11-08"
"SDVY","762","2017-11-03","2020-11-13","0","NULL","NULL"
"SE","3397","2007-01-03","2020-11-10","26","2014-02-04","2020-08-18"
"SEAC","5756","1998-01-02","2020-11-13","46","2009-06-04","2020-09-08"
"SEAS","1666","2013-04-19","2019-11-27","31","2013-05-22","2020-11-05"
"SEB","5749","1998-01-02","2020-11-04","39","2009-05-08","2018-10-31"
"SECO","793","2017-09-22","2020-11-13","7","2017-11-16","2019-06-13"
"SEDG","1422","2015-03-26","2020-11-13","23","2015-05-07","2020-11-02"
"SEE","5753","1998-01-02","2020-11-10","46","2009-07-29","2020-10-28"
"SEED","4163","2004-05-05","2020-11-13","29","2009-08-11","2017-08-01"
"SEEL","5427","1999-04-19","2020-11-06","22","2014-03-17","2020-11-12"
"SEIC","5756","1998-01-02","2020-11-13","46","2009-07-22","2020-10-21"
"SEII","727","2017-12-15","2020-11-13","3","2018-05-15","2018-11-13"
"SELB","1109","2016-06-22","2020-11-13","18","2016-08-09","2020-11-05"
"SELF","3122","2008-06-24","2020-11-13","12","2016-08-15","2020-08-14"
"SEM","2802","2009-09-25","2020-11-10","44","2009-11-05","2020-10-29"
"SEMG","2309","2010-10-15","2020-06-05","37","2010-11-30","2019-11-07"
"SEND","316","2017-11-15","2019-02-26","0","NULL","NULL"
"SENEA","5652","1998-06-03","2020-11-13","39","2009-08-06","2019-02-01"
"SENEB","5753","1998-01-02","2020-11-13","17","2014-01-29","2019-02-01"
"SENS","1169","2016-03-17","2020-11-04","19","2016-05-12","2020-11-09"
"SEP","2871","2007-07-26","2019-03-11","0","NULL","NULL"
"SERV","1607","2014-06-26","2020-11-10","25","2014-08-04","2020-08-06"
"SES","3764","2005-06-06","2020-05-22","19","2014-01-29","2018-11-20"
"SESN","1702","2014-02-06","2020-11-06","23","2014-05-15","2020-11-09"
"SF","5753","1998-01-02","2020-11-10","47","2009-05-11","2020-10-27"
"SFB","773","2017-10-17","2020-11-10","0","NULL","NULL"
"SFBC","3237","2008-01-09","2020-11-13","26","2012-11-01","2019-01-28"
"SFBS","1640","2014-05-14","2020-11-13","26","2014-07-22","2020-10-19"
"SFE","5753","1998-01-02","2020-11-10","44","2009-05-07","2020-02-27"
"SFET","569","2018-08-07","2020-11-06","0","NULL","NULL"
"SFIX","753","2017-11-17","2020-11-13","11","2018-03-12","2020-09-22"
"SFL","4131","2004-06-17","2020-11-10","47","2009-05-14","2020-11-12"
"SFLY","3277","2006-09-29","2020-05-22","41","2009-07-29","2019-08-07"
"SFM","1837","2013-08-01","2020-11-13","30","2013-08-22","2020-10-28"
"SFNC","5756","1998-01-02","2020-11-13","46","2009-07-16","2020-10-19"
"SFS","1199","2014-09-24","2019-06-28","19","2014-11-12","2019-05-01"
"SFST","5297","1999-10-28","2020-11-13","41","2009-07-21","2020-10-27"
"SFUN","2556","2010-09-17","2020-11-10","35","2010-11-10","2019-06-17"
"SG","504","2018-11-06","2020-11-06","1","2019-05-07","2019-05-07"
"SGA","5749","1998-01-02","2020-11-04","39","2009-05-07","2018-11-02"
"SGB","5598","1998-01-02","2020-05-08","39","2009-07-22","2019-01-22"
"SGBX","5275","1998-01-02","2020-11-13","10","2017-08-09","2020-08-13"
"SGC","5756","1998-01-02","2020-11-13","46","2009-07-23","2020-10-29"
"SGEN","4954","2001-03-09","2020-11-13","46","2009-07-23","2020-10-29"
"SGF","4610","2000-01-03","2018-06-06","0","NULL","NULL"
"SGH","877","2017-05-24","2020-11-13","15","2017-06-22","2020-10-01"
"SGLB","2558","2010-09-20","2020-11-13","15","2016-03-16","2020-10-22"
"SGLBW","615","2017-02-15","2020-11-13","0","NULL","NULL"
"SGMA","5756","1998-01-02","2020-11-13","39","2009-07-14","2018-12-12"
"SGMO","5186","2000-04-06","2020-11-13","46","2009-07-29","2020-11-04"
"SGMS","5756","1998-01-02","2020-11-13","47","2009-05-07","2020-11-04"
"SGOC","3175","2008-04-09","2020-11-13","6","2011-08-15","2014-04-02"
"SGQI","363","2016-12-08","2018-06-07","0","NULL","NULL"
"SGRP","5756","1998-01-02","2020-11-13","39","2009-05-06","2018-11-19"
"SGRY","1291","2015-10-01","2020-11-13","21","2015-11-12","2020-11-04"
"SGU","5753","1998-01-02","2020-11-10","40","2009-05-08","2019-02-05"
"SGY","4619","2000-01-03","2018-06-07","0","NULL","NULL"
